_id,question,A,B,C,D,answer,GPT_answer,accuracy,response_time,updatedAt
6569630a793453ba7eacc204,A person who believes that the current appearance of the earth can be best explained as having resulted from a series of natural disasters is known as a(n):,paleoanthropologist.,natural scientist.,evolutionist.,catastrophist.,D,\n\nAnswer: D catastrophist.,1,448.71450000070035,2023-12-01T05:26:29.201Z
6569630a793453ba7eacc205,What contributes to societies becoming more complex?,"Surplus food is stored in large, collective facilities.",Crop irrigation requires the construction of dams or canals.,Sedentary communities need to defend themselves.,All of the above.,D,\n\nAnswer: D All of the above.,1,916.1502999998629,2023-12-01T05:26:32.523Z
6569630a793453ba7eacc206,A(n) _________ contains primary refuse; a _________ contains secondary refuse.,kitchen; garden,activity area; burial,picnic site; trash dump,activity area; recycling area,C,\n\nAnswer: C picnic site; trash dump,1,525.2767999991775,2023-12-01T05:26:34.134Z
6569630a793453ba7eacc207,Artifacts _________; ecofacts __________,are valuable and rare; are easy to come by.,decay rapidly; last for a long time.,are made by humans; exhibit traces of human activity.,are facts about art; are facts about nature.,C,\n\nAnswer: C are made by humans; exhibit traces of human activity.,1,468.038200000301,2023-12-01T05:26:36.383Z
6569630a793453ba7eacc208,Pompeii was unusually well preserved because:,the layer of volcanic pumice created a seal over the remains.,avalanches pushed the remains into the sea and seawater preserves things.,poisonous volcanic gases killed people instantly.,the Romans embalmed the victims with salt from seawater.,A,\n\nA - the layer of volcanic pumice created a seal over the remains.,1,892.2584000006318,2023-12-01T05:26:39.812Z
6569630a793453ba7eacc209,Charles Lyell argued that the Earth must be extremely old based on the fact that:,many processes that can be observed act extremely slowly.,uniformitarianism can account for significant geological features.,erosion works incredibly slowly.,All of the above.,D,\n\nAnswer: D All of the above.,1,876.7391999997199,2023-12-01T05:26:42.288Z
6569630a793453ba7eacc20a,"Homo floresiensis from the island of Flores dates from around 35,000 to 14,000 years ago, and according to some researchers, is similar or related to:",Homo erectus.,Homo habilis.,Homo ergaster.,Australopithecus afarensis.,A,\n\nAnswer: A Homo erectus.,1,336.2525000013411,2023-12-01T05:26:44.780Z
6569630a793453ba7eacc20b,Subsistence practices of people can be determined by recovering and studying:,the faunal assemblage from a site.,an osteological comparative collection from a site.,pumice and evidence of pyroclastic surges.,all of the above.,A,\n\nAnswer: D all of the above.,0,346.99499999918044,2023-12-01T05:26:46.722Z
6569630a793453ba7eacc20c,"When the Spanish explorer Hernando de Soto crossed a portion of the North American continent, his expedition encountered direct descendants of which people?",Mississippian,Adena,Ancestral Puebloan,Kwakiutl,A,\n\nAnswer: A Mississippian,1,415.8368999995291,2023-12-01T05:28:55.453Z
6569630a793453ba7eacc20d,"Following the classical period, which ended around A.D. 800, Mayan civilization:","inexplicably disappeared, then began a slow development ending with Aztec civilization.","entered the second classical period, lost a great war with Teotihuacán, and faded away.","fell into decline, moved its center north, resurged, and fell into decline once again.",fell into a sudden decline; the population disappeared and never again built monumental structures.,C,"\n\nAnswer: C fell into decline, moved its center north, resurged, and fell into decline once again.",1,1032.6455000005662,2023-12-01T05:26:53.596Z
